Unnamed: 0	mapping1	mapping2	id	label	language	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Paraph)	Zero_Shot_Majority_vote	Zero_Shot_Paraph_AND_Same_Content	Zero_Shot_Paraph_AND_Sem_Equiv	Zero_Shot_ALL_THREE
45089	backtransl_set1_09683_2	swap_22465_2	45090	0	en	0	0	1	0	0	0	0
45090	swap_35864_2	backtransl_set3_05261_2	45091	1	en	0	0	0	0	0	0	0
45091	backtransl_set1_13563_2	swap_38649_1	45092	1	en	1	1	1	1	1	1	1
45092	swap_37981_2	backtransl_set3_03779_2	45093	0	en	0	1	1	1	1	0	0
45093	swap_29498_2	backtransl_set1_06626_2	45094	0	en	1	1	1	1	1	1	1
45094	swap_03286_1	backtransl_set1_06799_2	45095	1	en	1	1	1	1	1	1	1
45095	backtransl_set1_12538_2	swap_22602_1	45096	1	en	0	1	1	1	1	0	0
45096	backtransl_set1_08973_2	backtransl_set1_16158_2	45097	0	en	0	0	0	0	0	0	0
45097	swap_01212_2	backtransl_set1_14921_2	45098	0	en	0	1	1	1	1	0	0
45098	swap_34311_1	backtransl_set1_09384_2	45099	0	en	0	0	1	0	0	0	0
45099	backtransl_set1_07075_2	swap_42977_2	45100	1	en	1	1	1	1	1	1	1
45100	swap_31329_1	backtransl_set1_14623_2	45101	1	en	1	1	1	1	1	1	1
45101	backtransl_set1_10376_2	swap_03871_1	45102	1	en	0	0	1	0	0	0	0
45102	swap_49195_2	backtransl_set2_04119_2	45103	1	en	1	1	1	1	1	1	1
45103	swap_12909_1	backtransl_set1_01405_2	45104	1	en	1	1	1	1	1	1	1
45104	swap_23255_2	backtransl_set2_03286_2	45105	0	en	0	0	0	0	0	0	0
45105	backtransl_set2_04307_2	swap_25226_2	45106	0	en	0	0	1	0	0	0	0
45106	swap_17762_2	backtransl_set1_14587_2	45107	0	en	0	0	0	0	0	0	0
45107	backtransl_set2_01573_2	backtransl_set2_01056_2	45108	0	en	0	0	1	0	0	0	0
45108	swap_06400_1	backtransl_set1_15721_2	45109	1	en	1	1	1	1	1	1	1
45109	backtransl_set2_00811_2	swap_02273_1	45110	1	en	1	1	1	1	1	1	1
45110	backtransl_set1_16073_2	swap_29204_2	45111	1	en	1	1	1	1	1	1	1
45111	backtransl_set2_03254_2	swap_39932_2	45112	1	en	1	1	1	1	1	1	1
45112	backtransl_set1_10123_2	backtransl_set1_14077_2	45113	0	en	0	0	0	0	0	0	0
45113	backtransl_set2_00956_2	swap_38709_1	45114	1	en	1	1	1	1	1	1	1
45114	backtransl_set2_01385_2	backtransl_set2_00154_2	45115	0	en	0	0	1	0	0	0	0
45115	backtransl_set3_02553_2	swap_29092_2	45116	1	en	1	1	1	1	1	1	1
45116	backtransl_set1_16020_2	swap_48414_1	45117	1	en	0	0	1	0	0	0	0
45117	swap_09416_2	backtransl_set2_00338_2	45118	1	en	0	0	1	0	0	0	0
45118	backtransl_set1_05260_2	backtransl_set1_05919_2	45119	0	en	1	1	1	1	1	1	1
45119	backtransl_set1_02337_2	swap_36341_1	45120	1	en	1	1	1	1	1	1	1
45120	backtransl_set3_04114_2	swap_11819_1	45121	1	en	1	1	1	1	1	1	1
45121	backtransl_set1_09063_2	swap_27718_1	45122	0	en	1	0	1	1	0	1	0
45122	backtransl_set1_12320_2	swap_41579_2	45123	0	en	1	0	1	1	0	1	0
45123	swap_36436_1	backtransl_set1_06375_2	45124	1	en	1	0	1	1	0	1	0
45124	backtransl_set3_04231_2	swap_06707_1	45125	1	en	1	1	1	1	1	1	1
45125	backtransl_set2_03264_2	swap_16936_1	45126	0	en	0	0	0	0	0	0	0
45126	backtransl_set3_04253_2	swap_15015_1	45127	0	en	1	1	1	1	1	1	1
45127	backtransl_set1_07309_2	swap_46998_1	45128	1	en	1	1	1	1	1	1	1
45128	backtransl_set3_04934_2	swap_19969_1	45129	1	en	1	1	1	1	1	1	1
45129	backtransl_set1_05941_2	swap_21857_1	45130	0	en	1	1	1	1	1	1	1
45130	swap_00393_2	backtransl_set2_02747_2	45131	1	en	1	1	1	1	1	1	1
45131	backtransl_set3_00651_2	swap_41806_1	45132	0	en	1	1	1	1	1	1	1
45132	backtransl_set2_00433_2	backtransl_set2_03403_2	45133	0	en	1	1	1	1	1	1	1
45133	swap_24693_1	backtransl_set1_12957_2	45134	0	en	0	1	1	1	1	0	0
45134	swap_24737_2	backtransl_set1_06861_2	45135	1	en	1	1	1	1	1	1	1
45135	backtransl_set1_08424_2	backtransl_set1_14017_2	45136	0	en	1	1	1	1	1	1	1
45136	backtransl_set3_02384_2	swap_17049_2	45137	1	en	1	1	1	1	1	1	1
45137	swap_45245_1	backtransl_set1_00846_2	45138	1	en	1	1	1	1	1	1	1
45138	backtransl_set1_09600_2	backtransl_set1_15898_2	45139	0	en	0	0	0	0	0	0	0
45139	backtransl_set3_00635_2	swap_11445_2	45140	0	en	1	1	1	1	1	1	1
45140	swap_36931_1	backtransl_set1_15265_2	45141	0	en	1	0	1	1	0	1	0
45141	swap_13439_2	backtransl_set1_14558_2	45142	1	en	1	1	1	1	1	1	1
45142	swap_05863_1	backtransl_set1_14497_2	45143	0	en	0	1	1	1	1	0	0
45143	swap_30533_1	backtransl_set2_05243_2	45144	0	en	0	0	0	0	0	0	0
45144	backtransl_set1_00459_2	swap_13341_2	45145	1	en	1	1	1	1	1	1	1
45145	swap_11347_1	backtransl_set1_07748_2	45146	1	en	1	1	1	1	1	1	1
45146	backtransl_set1_01846_2	swap_38520_1	45147	1	en	1	1	1	1	1	1	1
45147	backtransl_set1_15426_2	swap_23788_2	45148	1	en	1	1	1	1	1	1	1
45148	backtransl_set1_08625_2	swap_48876_1	45149	0	en	1	1	1	1	1	1	1
45149	swap_19081_2	backtransl_set1_10920_2	45150	0	en	0	0	1	0	0	0	0
45150	backtransl_set1_14452_2	swap_26523_1	45151	1	en	1	1	1	1	1	1	1
45151	backtransl_set2_00500_2	swap_29790_1	45152	0	en	1	0	0	0	0	0	0
45152	backtransl_set2_03118_2	swap_46932_2	45153	0	en	1	0	1	1	0	1	0
45153	swap_41584_2	backtransl_set3_03449_2	45154	1	en	1	1	1	1	1	1	1
45154	backtransl_set3_04118_2	swap_10718_1	45155	0	en	1	1	1	1	1	1	1
45155	backtransl_set1_15147_2	backtransl_set1_03867_2	45156	0	en	1	0	1	1	0	1	0
45156	backtransl_set3_02284_2	swap_09757_1	45157	1	en	1	1	1	1	1	1	1
45157	swap_05477_2	backtransl_set2_01855_2	45158	1	en	0	0	0	0	0	0	0
45158	swap_13233_1	backtransl_set3_04392_2	45159	1	en	0	0	0	0	0	0	0
45159	backtransl_set3_00459_2	swap_22236_2	45160	1	en	1	1	1	1	1	1	1
45160	swap_12912_1	backtransl_set1_15540_2	45161	0	en	1	0	1	1	0	1	0
45161	backtransl_set3_04082_2	swap_10334_1	45162	0	en	1	1	1	1	1	1	1
45162	backtransl_set3_03114_2	backtransl_set3_04974_2	45163	0	en	1	1	1	1	1	1	1
45163	swap_23099_2	backtransl_set1_12505_2	45164	1	en	1	1	1	1	1	1	1
45164	swap_35910_1	backtransl_set1_00979_2	45165	0	en	0	0	0	0	0	0	0
45165	backtransl_set1_00282_2	backtransl_set1_02008_2	45166	0	en	1	1	1	1	1	1	1
45166	swap_22114_1	backtransl_set3_02249_2	45167	1	en	0	1	1	1	1	0	0
45167	backtransl_set1_15890_2	backtransl_set1_15721_2	45168	0	en	1	1	1	1	1	1	1
45168	backtransl_set1_00581_2	backtransl_set1_08448_2	45169	0	en	1	1	1	1	1	1	1
45169	swap_00745_1	backtransl_set2_04095_2	45170	0	en	1	1	1	1	1	1	1
45170	backtransl_set1_13791_2	swap_37815_2	45171	1	en	0	0	1	0	0	0	0
45171	backtransl_set1_02019_2	swap_35313_2	45172	1	en	1	1	1	1	1	1	1
45172	swap_30533_1	backtransl_set2_03849_2	45173	0	en	0	0	0	0	0	0	0
45173	backtransl_set3_03038_2	swap_30520_2	45174	0	en	0	1	1	1	1	0	0
45174	swap_36012_2	backtransl_set3_01944_2	45175	0	en	0	0	1	0	0	0	0
45175	swap_26585_2	backtransl_set1_02350_2	45176	1	en	1	1	1	1	1	1	1
45176	backtransl_set3_03096_2	swap_44209_1	45177	0	en	1	1	1	1	1	1	1
45177	backtransl_set1_13225_2	swap_25841_2	45178	0	en	1	0	1	1	0	1	0
45178	backtransl_set1_05954_2	backtransl_set1_08665_2	45179	1	en	0	1	1	1	1	0	0
45179	backtransl_set3_02098_2	backtransl_set3_02223_2	45180	0	en	0	0	1	0	0	0	0
45180	backtransl_set3_04462_2	backtransl_set3_03563_2	45181	0	en	0	0	0	0	0	0	0
45181	backtransl_set1_00845_2	swap_14281_1	45182	1	en	1	1	1	1	1	1	1
45182	backtransl_set1_01983_2	swap_01026_2	45183	1	en	1	1	1	1	1	1	1
45183	backtransl_set1_05841_2	swap_27471_2	45184	1	en	0	0	1	0	0	0	0
45184	backtransl_set1_15226_2	backtransl_set1_07519_2	45185	0	en	1	1	1	1	1	1	1
45185	swap_07566_1	backtransl_set1_05866_2	45186	1	en	1	1	1	1	1	1	1
45186	backtransl_set2_02907_2	backtransl_set2_01937_2	45187	0	en	0	0	1	0	0	0	0
45187	backtransl_set1_08740_2	swap_02673_2	45188	1	en	1	1	1	1	1	1	1
45188	swap_25999_2	backtransl_set3_02246_2	45189	0	en	1	1	1	1	1	1	1
45189	backtransl_set2_03794_2	swap_38323_2	45190	1	en	1	1	1	1	1	1	1
45190	backtransl_set1_09203_2	swap_00669_1	45191	1	en	1	1	1	1	1	1	1
45191	backtransl_set1_09868_2	backtransl_set1_00084_2	45192	0	en	0	0	0	0	0	0	0
45192	backtransl_set1_05944_2	swap_01060_1	45193	1	en	1	1	1	1	1	1	1
45193	swap_33113_2	backtransl_set1_00673_2	45194	1	en	1	1	1	1	1	1	1
45194	backtransl_set1_09570_2	swap_04244_2	45195	1	en	1	1	1	1	1	1	1
45195	backtransl_set1_01801_2	swap_19566_1	45196	1	en	1	1	1	1	1	1	1
45196	backtransl_set1_03259_2	backtransl_set1_07016_2	45197	0	en	0	0	0	0	0	0	0
45197	backtransl_set1_12196_2	swap_36100_2	45198	0	en	0	0	0	0	0	0	0
45198	backtransl_set1_03961_2	backtransl_set1_04068_2	45199	0	en	1	1	1	1	1	1	1
45199	swap_26716_1	backtransl_set1_09679_2	45200	1	en	0	1	1	1	1	0	0
45200	backtransl_set1_08450_2	swap_12426_2	45201	0	en	0	0	1	0	0	0	0
45201	swap_24084_1	backtransl_set3_02636_2	45202	1	en	1	1	1	1	1	1	1
45202	swap_33146_2	backtransl_set1_11362_2	45203	0	en	0	0	0	0	0	0	0
45203	backtransl_set3_01041_2	swap_12058_2	45204	1	en	1	1	1	1	1	1	1
45204	backtransl_set2_04877_2	swap_22116_1	45205	0	en	0	0	0	0	0	0	0
45205	swap_16593_1	backtransl_set1_06562_2	45206	1	en	0	0	1	0	0	0	0
45206	backtransl_set2_02089_2	swap_26833_1	45207	1	en	1	1	1	1	1	1	1
45207	backtransl_set1_03425_2	backtransl_set1_06303_2	45208	0	en	0	0	0	0	0	0	0
45208	backtransl_set1_07586_2	swap_24556_1	45209	0	en	0	1	1	1	1	0	0
45209	backtransl_set3_04919_2	swap_36848_2	45210	1	en	1	1	1	1	1	1	1
45210	swap_27473_1	backtransl_set2_01987_2	45211	1	en	1	1	1	1	1	1	1
45211	backtransl_set1_09265_2	swap_40205_2	45212	1	en	1	1	1	1	1	1	1
45212	swap_32208_2	backtransl_set1_10301_2	45213	0	en	1	0	1	1	0	1	0
45213	backtransl_set3_00567_2	swap_07135_1	45214	0	en	1	1	1	1	1	1	1
45214	backtransl_set1_15135_2	swap_33583_1	45215	0	en	1	0	1	1	0	1	0
45215	swap_34101_2	backtransl_set1_02745_2	45216	1	en	1	0	1	1	0	1	0
45216	swap_09163_2	backtransl_set1_11766_2	45217	0	en	0	0	1	0	0	0	0
45217	backtransl_set1_13540_2	swap_05323_1	45218	1	en	1	1	1	1	1	1	1
45218	swap_45215_1	backtransl_set1_06409_2	45219	1	en	1	1	1	1	1	1	1
45219	swap_19944_2	backtransl_set3_01161_2	45220	0	en	0	0	0	0	0	0	0
45220	backtransl_set3_00616_2	swap_49169_2	45221	1	en	1	0	1	1	0	1	0
45221	backtransl_set1_05097_2	swap_11952_2	45222	0	en	0	0	0	0	0	0	0
45222	backtransl_set3_02943_2	swap_36254_1	45223	1	en	1	1	1	1	1	1	1
45223	backtransl_set1_06689_2	swap_33757_2	45224	0	en	0	0	0	0	0	0	0
45224	swap_17564_1	backtransl_set1_09425_2	45225	1	en	1	1	1	1	1	1	1
45225	swap_11851_2	backtransl_set1_01130_2	45226	0	en	0	0	0	0	0	0	0
45226	backtransl_set2_02960_2	swap_25664_2	45227	1	en	1	1	1	1	1	1	1
45227	backtransl_set1_08945_2	backtransl_set1_01255_2	45228	0	en	1	1	1	1	1	1	1
45228	swap_17769_1	backtransl_set1_07529_2	45229	1	en	0	1	0	0	0	0	0
45229	swap_02670_1	backtransl_set1_08566_2	45230	0	en	0	0	0	0	0	0	0
45230	backtransl_set3_02224_2	swap_44498_1	45231	0	en	1	1	1	1	1	1	1
45231	backtransl_set3_04220_2	swap_00592_2	45232	1	en	1	1	1	1	1	1	1
45232	swap_34650_2	backtransl_set1_08986_2	45233	0	en	0	0	1	0	0	0	0
45233	backtransl_set3_00532_2	swap_32287_2	45234	0	en	0	0	0	0	0	0	0
45234	backtransl_set3_00058_2	backtransl_set3_04988_2	45235	0	en	0	0	1	0	0	0	0
45235	backtransl_set3_03383_2	swap_38567_1	45236	1	en	1	1	1	1	1	1	1
45236	backtransl_set1_02061_2	backtransl_set1_05072_2	45237	1	en	1	1	1	1	1	1	1
45237	swap_10131_2	backtransl_set1_15810_2	45238	1	en	1	0	1	1	0	1	0
45238	backtransl_set2_03363_2	backtransl_set2_04733_2	45239	0	en	1	1	1	1	1	1	1
45239	backtransl_set1_12238_2	swap_33171_2	45240	1	en	1	1	1	1	1	1	1
45240	backtransl_set1_09653_2	swap_37016_1	45241	0	en	1	1	1	1	1	1	1
45241	swap_15941_1	backtransl_set2_00368_2	45242	0	en	0	0	0	0	0	0	0
45242	swap_40785_1	backtransl_set3_02030_2	45243	1	en	0	0	1	0	0	0	0
45243	swap_13435_1	backtransl_set3_04317_2	45244	1	en	0	0	1	0	0	0	0
45244	backtransl_set3_00659_2	backtransl_set3_00373_2	45245	1	en	1	1	1	1	1	1	1
45245	backtransl_set3_02680_2	swap_14601_2	45246	0	en	1	0	1	1	0	1	0
45246	backtransl_set1_13403_2	swap_09918_1	45247	0	en	0	0	1	0	0	0	0
45247	backtransl_set1_07584_2	swap_00349_2	45248	0	en	0	0	0	0	0	0	0
45248	swap_02050_2	backtransl_set2_00810_2	45249	0	en	0	0	0	0	0	0	0
45249	swap_46892_2	backtransl_set1_07594_2	45250	0	en	0	0	1	0	0	0	0
45250	swap_07209_1	backtransl_set1_12115_2	45251	0	en	0	0	0	0	0	0	0
45251	swap_49630_1	backtransl_set2_03206_2	45252	1	en	0	0	1	0	0	0	0
45252	swap_05844_2	backtransl_set3_00445_2	45253	0	en	0	0	1	0	0	0	0
45253	swap_04717_1	backtransl_set1_04985_2	45254	0	en	0	0	1	0	0	0	0
45254	backtransl_set1_12539_2	swap_08932_1	45255	1	en	1	1	1	1	1	1	1
45255	swap_20825_2	backtransl_set2_00751_2	45256	1	en	1	1	1	1	1	1	1
45256	swap_05687_2	backtransl_set1_03487_2	45257	0	en	1	1	1	1	1	1	1
45257	backtransl_set3_03383_2	backtransl_set3_01192_2	45258	0	en	0	0	0	0	0	0	0
45258	backtransl_set2_02654_2	backtransl_set2_03988_2	45259	0	en	0	1	1	1	1	0	0
45259	backtransl_set1_14727_2	swap_10465_1	45260	1	en	1	1	1	1	1	1	1
45260	backtransl_set3_00180_2	backtransl_set3_05087_2	45261	0	en	0	0	0	0	0	0	0
45261	backtransl_set1_05160_2	swap_32587_1	45262	1	en	0	0	0	0	0	0	0
45262	backtransl_set2_01512_2	swap_36972_1	45263	1	en	1	1	1	1	1	1	1
45263	backtransl_set1_05517_2	backtransl_set1_06521_2	45264	0	en	0	0	1	0	0	0	0
45264	swap_38323_1	backtransl_set2_04805_2	45265	1	en	1	1	1	1	1	1	1
45265	backtransl_set1_14663_2	swap_31340_1	45266	1	en	1	1	1	1	1	1	1
45266	swap_14436_2	backtransl_set1_14598_2	45267	0	en	1	0	0	0	0	0	0
45267	swap_06196_2	backtransl_set1_05649_2	45268	1	en	0	0	1	0	0	0	0
45268	swap_34206_1	backtransl_set2_03740_2	45269	1	en	0	0	1	0	0	0	0
45269	swap_32224_1	backtransl_set1_13833_2	45270	1	en	1	1	1	1	1	1	1
45270	swap_31233_2	backtransl_set1_10748_2	45271	0	en	0	0	0	0	0	0	0
45271	swap_16915_2	backtransl_set1_04679_2	45272	0	en	0	0	1	0	0	0	0
45272	swap_22232_1	backtransl_set3_02769_2	45273	0	en	1	0	1	1	0	1	0
45273	swap_28680_2	backtransl_set1_11528_2	45274	0	en	1	1	1	1	1	1	1
45274	backtransl_set3_00058_2	swap_22480_2	45275	0	en	0	0	0	0	0	0	0
45275	swap_44164_1	backtransl_set1_14864_2	45276	0	en	0	0	0	0	0	0	0
45276	backtransl_set1_00789_2	swap_17595_1	45277	1	en	1	1	1	1	1	1	1
45277	swap_19727_1	backtransl_set1_11409_2	45278	1	en	1	1	1	1	1	1	1
45278	backtransl_set3_01400_2	swap_33951_2	45279	1	en	1	1	1	1	1	1	1
45279	swap_20275_2	backtransl_set1_09206_2	45280	0	en	0	0	0	0	0	0	0
45280	backtransl_set2_03853_2	swap_47938_2	45281	0	en	0	0	0	0	0	0	0
45281	backtransl_set1_12159_2	swap_28091_2	45282	1	en	1	1	1	1	1	1	1
45282	backtransl_set1_12451_2	backtransl_set1_15872_2	45283	0	en	0	0	1	0	0	0	0
45283	backtransl_set1_10171_2	swap_23437_1	45284	1	en	1	1	1	1	1	1	1
45284	swap_34701_2	backtransl_set1_08506_2	45285	1	en	0	0	0	0	0	0	0
45285	backtransl_set2_02462_2	swap_46153_2	45286	1	en	1	1	1	1	1	1	1
45286	backtransl_set1_10932_2	backtransl_set1_11203_2	45287	0	en	1	1	1	1	1	1	1
45287	swap_04642_2	backtransl_set3_02195_2	45288	0	en	0	0	0	0	0	0	0
45288	swap_15305_1	backtransl_set1_10190_2	45289	0	en	0	0	0	0	0	0	0
45289	backtransl_set2_01909_2	swap_11009_2	45290	1	en	1	1	1	1	1	1	1
45290	backtransl_set1_12083_2	swap_43157_1	45291	1	en	1	1	1	1	1	1	1
45291	backtransl_set1_08668_2	backtransl_set1_06655_2	45292	0	en	1	1	1	1	1	1	1
45292	backtransl_set1_02705_2	swap_47117_1	45293	0	en	0	1	1	1	1	0	0
45293	backtransl_set1_09906_2	backtransl_set1_11944_2	45294	0	en	0	0	1	0	0	0	0
45294	swap_08638_2	backtransl_set1_11863_2	45295	0	en	0	1	1	1	1	0	0
45295	swap_04377_2	backtransl_set3_00145_2	45296	1	en	0	0	1	0	0	0	0
45296	swap_22280_2	backtransl_set3_03094_2	45297	1	en	1	1	1	1	1	1	1
45297	swap_35248_1	backtransl_set3_01599_2	45298	0	en	0	0	0	0	0	0	0
45298	backtransl_set1_10734_2	swap_48051_1	45299	1	en	1	0	1	1	0	1	0
45299	swap_28683_1	backtransl_set1_06164_2	45300	0	en	0	0	0	0	0	0	0
45300	swap_01393_2	backtransl_set3_02959_2	45301	1	en	0	0	0	0	0	0	0
45301	backtransl_set1_05887_2	swap_23368_1	45302	1	en	1	1	1	1	1	1	1
45302	backtransl_set1_10393_2	swap_24344_2	45303	0	en	1	1	1	1	1	1	1
45303	backtransl_set2_03359_2	swap_04026_1	45304	1	en	0	0	0	0	0	0	0
45304	swap_22445_2	backtransl_set1_13466_2	45305	0	en	0	0	0	0	0	0	0
45305	swap_20806_2	backtransl_set1_00350_2	45306	1	en	1	1	1	1	1	1	1
45306	swap_28468_1	backtransl_set1_08212_2	45307	0	en	1	0	1	1	0	1	0
45307	backtransl_set2_03984_2	swap_41411_1	45308	0	en	1	1	1	1	1	1	1
45308	backtransl_set1_07670_2	swap_43958_1	45309	0	en	0	0	0	0	0	0	0
45309	swap_26548_1	backtransl_set1_05575_2	45310	1	en	1	0	0	0	0	0	0
45310	backtransl_set3_04664_2	swap_23166_2	45311	1	en	1	1	1	1	1	1	1
45311	swap_42392_2	backtransl_set1_08245_2	45312	0	en	0	0	0	0	0	0	0
45312	backtransl_set1_05608_2	backtransl_set1_03381_2	45313	0	en	1	0	1	1	0	1	0
45313	swap_00285_2	backtransl_set1_01073_2	45314	0	en	0	0	1	0	0	0	0
45314	swap_27536_1	backtransl_set1_00121_2	45315	1	en	1	1	1	1	1	1	1
45315	swap_07502_1	backtransl_set1_09539_2	45316	1	en	0	0	0	0	0	0	0
45316	swap_33260_1	backtransl_set1_14774_2	45317	1	en	1	1	1	1	1	1	1
45317	swap_46678_1	backtransl_set1_10571_2	45318	1	en	1	1	1	1	1	1	1
45318	swap_44169_2	backtransl_set2_00241_2	45319	1	en	1	0	1	1	0	1	0
45319	backtransl_set1_12278_2	backtransl_set1_01554_2	45320	0	en	1	1	1	1	1	1	1
45320	backtransl_set3_04172_2	swap_05015_2	45321	0	en	0	0	0	0	0	0	0
45321	swap_23929_2	backtransl_set1_03775_2	45322	1	en	1	1	1	1	1	1	1
45322	backtransl_set2_03136_2	backtransl_set2_00509_2	45323	0	en	0	1	1	1	1	0	0
45323	swap_26528_2	backtransl_set1_03935_2	45324	0	en	1	1	1	1	1	1	1
45324	backtransl_set2_02559_2	swap_34255_1	45325	0	en	1	1	1	1	1	1	1
45325	backtransl_set3_03268_2	swap_35706_2	45326	0	en	0	0	0	0	0	0	0
45326	backtransl_set1_03477_2	backtransl_set1_00423_2	45327	0	en	0	0	0	0	0	0	0
45327	swap_32165_2	backtransl_set1_02362_2	45328	1	en	1	1	1	1	1	1	1
45328	swap_06213_2	backtransl_set1_16006_2	45329	1	en	1	1	1	1	1	1	1
45329	swap_30976_1	backtransl_set1_10282_2	45330	1	en	1	1	1	1	1	1	1
45330	backtransl_set1_15601_2	swap_13427_2	45331	1	en	1	1	1	1	1	1	1
45331	backtransl_set1_05482_2	backtransl_set1_00234_2	45332	0	en	1	1	1	1	1	1	1
45332	swap_40598_1	backtransl_set1_12577_2	45333	1	en	1	0	0	0	0	0	0
45333	backtransl_set1_03637_2	swap_43457_2	45334	0	en	0	0	0	0	0	0	0
45334	backtransl_set1_07173_2	swap_05335_1	45335	1	en	1	1	1	1	1	1	1
45335	backtransl_set3_03405_2	swap_37529_1	45336	1	en	1	0	1	1	0	1	0
45336	backtransl_set1_10979_2	swap_04914_1	45337	1	en	1	1	1	1	1	1	1
45337	backtransl_set2_03194_2	backtransl_set2_03941_2	45338	0	en	0	0	1	0	0	0	0
45338	backtransl_set1_05668_2	backtransl_set1_09675_2	45339	0	en	1	1	1	1	1	1	1
45339	swap_41522_2	backtransl_set3_03112_2	45340	1	en	0	1	1	1	1	0	0
45340	swap_25257_2	backtransl_set2_01210_2	45341	0	en	0	0	1	0	0	0	0
45341	swap_36486_2	backtransl_set1_15399_2	45342	1	en	1	1	1	1	1	1	1
45342	swap_25215_1	backtransl_set3_00645_2	45343	0	en	0	0	0	0	0	0	0
45343	backtransl_set2_00453_2	swap_22554_2	45344	1	en	1	1	1	1	1	1	1
45344	backtransl_set1_15696_2	swap_22917_2	45345	1	en	1	1	1	1	1	1	1
45345	swap_46718_1	backtransl_set3_04477_2	45346	0	en	0	0	1	0	0	0	0
45346	backtransl_set2_03008_2	swap_17427_1	45347	1	en	1	1	1	1	1	1	1
45347	backtransl_set1_06084_2	swap_35988_1	45348	1	en	1	1	1	1	1	1	1
45348	backtransl_set3_05203_2	backtransl_set3_00253_2	45349	0	en	1	1	1	1	1	1	1
45349	swap_37927_2	backtransl_set1_09463_2	45350	0	en	1	0	1	1	0	1	0
45350	backtransl_set2_04288_2	swap_27029_1	45351	0	en	0	0	0	0	0	0	0
45351	backtransl_set2_05113_2	swap_27890_1	45352	0	en	1	1	1	1	1	1	1
45352	swap_49045_1	backtransl_set2_01827_2	45353	1	en	0	0	1	0	0	0	0
45353	swap_42698_2	backtransl_set1_01907_2	45354	0	en	0	0	0	0	0	0	0
45354	swap_45898_1	backtransl_set3_00748_2	45355	1	en	1	1	1	1	1	1	1
45355	backtransl_set1_07403_2	swap_37973_2	45356	0	en	1	1	1	1	1	1	1
45356	backtransl_set2_02516_2	swap_17178_1	45357	0	en	1	1	1	1	1	1	1
45357	swap_11105_1	backtransl_set1_10129_2	45358	1	en	0	0	0	0	0	0	0
45358	swap_41239_2	backtransl_set1_07684_2	45359	1	en	1	1	1	1	1	1	1
45359	backtransl_set1_02254_2	backtransl_set1_00037_2	45360	0	en	0	0	0	0	0	0	0
45360	backtransl_set1_15169_2	backtransl_set1_00901_2	45361	1	en	1	1	1	1	1	1	1
45361	backtransl_set1_05695_2	backtransl_set1_02478_2	45362	0	en	0	0	0	0	0	0	0
45362	swap_48876_2	backtransl_set1_09213_2	45363	0	en	0	0	1	0	0	0	0
45363	backtransl_set1_10526_2	swap_02026_1	45364	0	en	1	1	1	1	1	1	1
45364	swap_46326_1	backtransl_set3_02543_2	45365	1	en	1	1	1	1	1	1	1
45365	backtransl_set3_00468_2	backtransl_set3_03042_2	45366	0	en	0	0	0	0	0	0	0
45366	backtransl_set1_01286_2	swap_25013_2	45367	0	en	0	0	1	0	0	0	0
45367	swap_35712_2	backtransl_set1_13790_2	45368	0	en	1	1	1	1	1	1	1
45368	swap_43150_2	backtransl_set3_00337_2	45369	1	en	1	1	1	1	1	1	1
45369	backtransl_set1_15292_2	swap_47995_1	45370	0	en	1	1	1	1	1	1	1
45370	backtransl_set1_04214_2	swap_01101_2	45371	0	en	0	0	1	0	0	0	0
45371	backtransl_set1_00370_2	backtransl_set1_08509_2	45372	0	en	0	0	0	0	0	0	0
45372	backtransl_set2_01434_2	backtransl_set2_00790_2	45373	0	en	0	0	0	0	0	0	0
45373	backtransl_set1_12926_2	swap_19814_1	45374	0	en	1	1	1	1	1	1	1
45374	backtransl_set1_09045_2	swap_15346_2	45375	0	en	0	0	1	0	0	0	0
45375	backtransl_set3_01363_2	swap_32255_1	45376	1	en	1	1	1	1	1	1	1
45376	backtransl_set3_00840_2	swap_17872_2	45377	1	en	1	1	1	1	1	1	1
45377	backtransl_set3_04796_2	swap_28942_1	45378	1	en	1	1	1	1	1	1	1
45378	backtransl_set3_03379_2	swap_26090_1	45379	0	en	0	0	1	0	0	0	0
45379	swap_06676_2	backtransl_set1_05090_2	45380	1	en	0	0	0	0	0	0	0
45380	backtransl_set1_03761_2	swap_27812_1	45381	0	en	1	0	1	1	0	1	0
45381	swap_34376_1	backtransl_set1_06543_2	45382	1	en	0	0	1	0	0	0	0
45382	swap_31408_2	backtransl_set1_04116_2	45383	1	en	1	1	1	1	1	1	1
45383	swap_35764_1	backtransl_set3_00694_2	45384	1	en	1	1	1	1	1	1	1
45384	backtransl_set3_00112_2	swap_33933_2	45385	1	en	1	1	1	1	1	1	1
45385	swap_43530_2	backtransl_set3_05194_2	45386	1	en	1	0	0	0	0	0	0
45386	swap_28800_1	backtransl_set1_03234_2	45387	1	en	1	1	1	1	1	1	1
45387	backtransl_set1_12222_2	backtransl_set1_13421_2	45388	0	en	1	0	1	1	0	1	0
45388	backtransl_set1_01946_2	swap_38622_1	45389	1	en	0	1	1	1	1	0	0
45389	swap_35236_1	backtransl_set1_12237_2	45390	0	en	1	1	1	1	1	1	1
