	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
5084	train	main-news	headlines	2015	317	1.0	Twelve killed in bomb blast on Pakistani train	Five killed by bomb blast in East India	0	0	0	0	0
5085	train	main-news	headlines	2015	319	4.8	The new Cold War	A new Cold War?	1	0	1	0	1
5086	train	main-news	headlines	2015	329	5.0	Cuba's 'Ladies' to pick up EU prize 8 years late	Cuba's 'Ladies' to Pick Up EU Prize 8 Years Later	1	1	1	1	1
5087	train	main-news	headlines	2015	331	0.6	Fourteen killed in Brazil bus accident	Two killed in Arizona skydiving accident	0	0	0	0	0
5088	train	main-news	headlines	2015	335	1.8	US: Assad used chemical weapons on Syria rebels	Assad agrees to hand over chemical weapons	0	0	0	0	0
5089	train	main-news	headlines	2015	336	3.4	Death Toll in Bangladesh Collapse at 194	At least 200 killed in Bangladesh building collapse	1	1	1	1	1
5090	train	main-news	headlines	2015	340	2.8	Israeli teens missing in West Bank	Israel finds bodies of three missing teens in West Bank	0	0	1	0	0
5091	train	main-news	headlines	2015	341	3.4	President mourns death of Mandela	World mourns passing of Mandela	1	1	1	1	1
5092	train	main-news	headlines	2015	347	3.2	"Two blasts near Iranian embassy in Beirut, 7 killed"	Blast near Iran embassy in Beirut	0	1	1	0	1
5093	train	main-news	headlines	2015	351	2.2	Singapore shares open 0.31% higher on Monday	Singapore shares open lower on Monday	0	0	0	0	0
5094	train	main-news	headlines	2015	353	2.4	Suicide bomber kills 23 Iraqi army recruits	Suicide bomber kills 13 Iraqi army recruits in Baghdad	0	0	0	0	0
5095	train	main-news	headlines	2015	360	4.6	"Deaf customers sue Starbucks, say they're mocked"	"Deaf NY Starbucks patrons sue, say they're mocked"	1	1	1	1	1
5096	train	main-news	headlines	2015	361	4.8	Thousands evacuated in Moscow metro fire	Thousands evacuated after fire breaks out in Moscow Metro	1	1	1	1	1
5097	train	main-news	headlines	2015	364	0.4	"38 killed in rains, flash floods in Pakistan"	Three killed in Brazil stadium collapse	0	0	0	0	0
5098	train	main-news	headlines	2015	365	3.0	7 killed by Shiite al-Houthi fighters in northern Yemen	At least 5 killed in sectarian conflict in north Yemen	0	0	1	0	0
5099	train	main-news	headlines	2015	368	0.4	Iran excluded from Syria peace talks: UN	Many killed in Syrian air strike	0	0	0	0	0
5100	train	main-news	headlines	2015	374	0.4	Kerry call on Congress to end shutdown	Brazil's Congress approves internet legislation	0	0	0	0	0
5101	train	main-news	headlines	2015	381	1.0	Canada train plot suspects reject charges	"Canadians released in Egypt, not yet heading home"	0	0	0	0	0
5102	train	main-news	headlines	2015	383	2.8	East Ukraine Separatists Ask to Join Russia	Crimean Parliament Votes to Join Russia	0	0	1	0	0
5103	train	main-news	headlines	2015	384	0.0	Rudd sworn in as new Australian PM	Muslims in hiding as sectarian ...	0	0	0	0	0
5104	train	main-news	headlines	2015	386	0.0	Moon rocks indicate earth's orb born of collision	Indian minister killed in head-on collision	0	0	0	0	0
5105	train	main-news	headlines	2015	389	5.0	BlackBerry loses US$965m in Q2	BlackBerry loses $965M in 2nd quarter	1	1	1	1	1
5106	train	main-news	headlines	2015	393	1.6	Egypt strongly opposes military action against Syria	Reactions to the prospect of military action against Syria	0	0	0	0	0
5107	train	main-news	headlines	2015	396	1.8	Pro-Russia rebels downed Malaysian plane: Ukraine	Russia Preparing Counterproposals Over Ukraine	0	0	0	0	0
5108	train	main-news	headlines	2015	397	0.4	No argument with Jakarta on boats: Abbott	No agreement at Iran nuclear talks	0	0	0	0	0
5109	train	main-news	headlines	2015	401	4.6	US believes Syria has probably used chemical weapons	US believes Syrian government used chemical weapons	0	0	1	0	0
5110	train	main-news	headlines	2015	405	0.0	Egypt's opposition criticizes president's speech	Pakistan's opposition party boycotts presidential elections	0	0	0	0	0
5111	train	main-news	headlines	2015	406	1.0	Syrian war seen dragging on for years	Syria regime releases hundreds of prisoners	0	0	0	0	0
5112	train	main-news	headlines	2015	407	1.0	Russia says ballistic missiles fired in Mediterranean	Israel says it carried out joint missile test with US in Mediterranean	0	0	0	0	0
5113	train	main-news	headlines	2015	409	3.0	"Volcano erupts in Indonesia -100,000 evacuated and airports closed"	Volcanic eruption closes 3 airports	0	0	0	0	0
5114	train	main-news	headlines	2015	411	1.4	"49 killed, 148 wounded in violent attacks in Iraq"	"2 killed, 11 wounded in attacks in Iraq"	0	0	0	0	0
5115	train	main-news	headlines	2015	412	1.4	Ukraine's Yanukovych says he does not plan to resign	Ukraine opposition demands Yanukovich resign	0	0	0	0	0
5116	train	main-news	headlines	2015	413	0.8	Flash floods kill 58 in eastern Afghanistan	Bomb wounds 16 in eastern Afghanistan	0	0	0	0	0
5117	train	main-news	headlines	2015	414	5.0	Investigators probe motives of LAX airport shooter	Investigators Probe Motives of Los Angeles Airport Shooter	1	1	1	1	1
5118	train	main-news	headlines	2015	416	5.0	Outrage after reports emerge about 6-year-old Indian girl raped at school	"Outrage After Indian Girl, 6, Raped at Her School"	1	1	1	1	1
5119	train	main-news	headlines	2015	419	4.6	Janet Yellen to become first woman to lead the Federal Reserve	US Senate confirms Janet Yellen as US Federal Reserve chief	1	1	1	1	1
5120	train	main-news	headlines	2015	422	3.8	"World powers, Iran under Rouhani revive nuclear talks"	World powers seek rare progress in Iran nuclear talks	1	1	1	1	1
5121	train	main-news	headlines	2015	425	1.2	Muslim Brotherhood banned in Egypt	Military holds upper hand in Egypt	0	0	0	0	0
5122	train	main-news	headlines	2015	427	2.8	More Deaths Expected in Canada Oil Train Explosion	Five dead in Canada train crash	0	0	1	0	0
5123	train	main-news	headlines	2015	430	0.4	Philippines defers comment on Taiwan fisher attack	Bin Laden's continuing sway shown in Kenya mall attack	0	0	0	0	0
5124	train	main-news	headlines	2015	432	1.6	"Crowds, Dignitaries Gather for Mandela Memorial Service"	Obama takes 'selfie' at Mandela's funeral service	0	0	0	0	0
5125	train	main-news	headlines	2015	437	1.8	"Obama Urges Restraint from Israelis, Palestinians"	"Obama meets Israeli, Palestinian negotiators"	0	0	0	0	0
5126	train	main-news	headlines	2015	439	4.2	Russia releases Greenpeace doctor	Russian court releases Greenpeace ship doctor on bail	1	1	1	1	1
5127	train	main-news	headlines	2015	440	0.2	Russian aircraft wreckage found after a year	Russia evacuates embassy in Libya after attack	0	0	0	0	0
5128	train	main-news	headlines	2015	441	4.0	17 killed in US drone attack on Yemen wedding party	U.S. drone mistakenly kills 14 in Yemen wedding convoy	0	0	1	0	0
5129	train	main-news	headlines	2015	442	1.0	China manufacturing index at 11-month low: HSBC	China manufacturing expands in September	0	0	0	0	0
5130	train	main-news	headlines	2015	445	0.4	France to ban child beauty pageants	Facebook to test mobile payments service	0	0	0	0	0
5131	train	main-news	headlines	2015	446	1.8	"Today in History, Dec. 2"	"Today in History, April 23"	0	1	1	0	1
5132	train	main-news	headlines	2015	451	1.8	Ships Train for Syrian Chemical Weapons Transport	UN Adopts Syrian Chemical Weapons Resolution	0	0	0	0	0
5133	train	main-news	headlines	2015	452	0.6	Death toll rises to 29 in India's Mumbai building collapse	Death toll rises to 12 in Indonesia mine collapse	0	0	0	0	0
5134	train	main-news	headlines	2015	455	1.4	Extremists claim responsibility for Niger attacks	Greek militant group claims responsibility for Golden Dawn killings	0	0	1	0	0
5135	train	main-news	headlines	2015	460	3.8	Pro-Russians forces enter Ukrainian naval base in Crimea	Crimean forces storm Ukrainian navy headquarters	1	1	1	1	1
5136	train	main-news	headlines	2015	461	4.2	Body of missing South Korean shipping tycoon found in field	Sewol ferry disaster: Body of South Korean shipping tycoon found	0	0	1	0	0
5137	train	main-news	headlines	2015	465	2.2	No update on Nelson Mandela's condition	Nelson Mandela's condition improves	0	0	0	0	0
5138	train	main-news	headlines	2015	467	2.0	Ukraine: Nine people die in Kyiv clashes	Ukraine pressured over Kiev clashes	1	0	1	0	1
5139	train	main-news	headlines	2015	470	4.2	US Flying Surveillance Missions to Help Find Kidnapped Nigerian Girls	US surveillance aircraft join hunt for kidnapped Nigerian girls	1	1	1	1	1
5140	train	main-news	headlines	2015	478	3.8	Prince George is christened at St James's Palace	Prince George christened in London	0	0	1	0	0
5141	train	main-news	headlines	2015	479	4.0	Monty Python to reunite for new show	Monty Python to reunite on stage	1	1	1	1	1
5142	train	main-news	headlines	2015	480	0.2	Italian Foreign Minister confers with Ghana VP	Belgian Prime Minister sends condolences to victims	0	0	0	0	0
5143	train	main-news	headlines	2015	482	1.4	"Gunman who held suburban Atlanta firefighters hostage now dead, police say"	The Lede: Video: Gunman Takes Firefighters Hostage in Georgia	1	0	1	0	1
5144	train	main-news	headlines	2015	483	5.0	Bradley Manning-WikiLeaks case turns to sentencing	Manning WikiLeaks case turns to sentencing phase	1	1	1	1	1
5145	train	main-news	headlines	2015	485	2.4	Egypt poll: 98 per cent vote 'yes' for new constitution	Egypt holding key vote on constitution	0	0	1	0	0
5146	train	main-news	headlines	2015	486	4.6	"Iran, six global powers sign landmark nuclear deal"	"Iran, world powers agree nuclear deal"	1	1	1	1	1
5147	train	main-news	headlines	2015	492	1.0	Israeli forces arrest 6 Palestinians in overnight West Bank raids	Israel classifies Jerusalem natives as noncitizens	0	0	0	0	0
5148	train	main-news	headlines	2015	493	2.8	Hague 'concerns over conduct' of Zimbabwe election	Zimbabwe: 'Grave Concerns' Over Election	1	1	1	1	1
5149	train	main-news	headlines	2015	494	0.6	Hong Kong stocks end higher	Indian stocks open higher	0	0	0	0	0
5150	train	main-news	headlines	2015	495	0.4	Dignitaries pay tribute to Paul Desmarais	Stars pay tribute to James Garner	0	0	1	0	0
5151	train	main-news	headlines	2015	497	4.2	Southwest grounds flights due to computer glitch	"Southwest flights delayed, canceled after computer glitch"	1	1	1	1	1
5152	train	main-news	headlines	2015	498	3.6	Vatican Embassy in Syria hit by mortar fire	Vatican embassy in Syria hit by mortar; no injuries	1	1	1	1	1
5153	train	main-news	headlines	2015	501	4.2	North Korea blocks access to joint industrial zone	North Korea Blocks Access to Key Industrial Zone	1	1	1	1	1
5154	train	main-news	headlines	2015	503	2.8	"Islamic militants kill 9 foreign tourists, 1 Pakistani"	Gunmen Kill 11 Foreign Tourists in Pakistan	0	1	1	0	1
5155	train	main-news	headlines	2015	506	1.0	'Western' forces attack Islamic militant base in Somalia	Western powers scramble to befriend Modi	0	0	0	0	0
5156	train	main-news	headlines	2015	508	3.8	Hong Kong set for huge democracy rally on handover anniversary	Hong Kong set for huge democracy rally	0	1	1	0	1
5157	train	main-news	headlines	2015	510	3.0	Suicide bomber kills 20 in Iraq	"Suicide bomber attacks primary school in Iraq, kills 15"	0	0	1	0	0
5158	train	main-news	headlines	2015	514	0.4	Five children buried alive in Bohol landslide	Nine children die in attack in Afghanistan attack	0	0	0	0	0
5159	train	main-news	headlines	2015	515	3.0	6 Killed by Hot Lava as Indonesia Volcano Erupts	Five dead in Indonesian eruption	0	0	1	0	0
5160	train	main-news	headlines	2015	516	0.6	At least 11 killed in India building collapse	At Least 66 Killed in Bomb Blasts in Iraq	0	0	0	0	0
5161	train	main-news	headlines	2015	518	2.8	Egypt's presidential election begins	Egypt issues long-waited presidential election law	0	0	0	0	0
5162	train	main-news	headlines	2015	519	4.4	Son of US evangelist kills himself The son of popular US evangelist Rick Warren has killed himself.	Son of popular US evangelist Warren kills himself	1	1	1	1	1
5163	train	main-news	headlines	2015	524	0.0	Italian parliament backs new PM	Train Derailment Kills 4 in New York	0	0	0	0	0
5164	train	main-news	headlines	2015	525	0.4	Russian lawmakers pass new bill restricting Internet	Russia says ballistic 'objects' fired in Mediterranean	0	0	0	0	0
5165	train	main-news	headlines	2015	529	3.4	"Super Typhoon Haiyan, Strongest of Season, Slams the Philippines"	Super typhoon Haiyan closes in on the Philippines	0	0	0	0	0
5166	train	main-news	headlines	2015	530	0.0	Nato condemns Ukraine crackdown	Thai bonds best in region	0	0	0	0	0
5167	train	main-news	headlines	2015	532	1.2	China to investigate EU wine exports	Christie investigation heats up	0	0	0	0	0
5168	train	main-news	headlines	2015	538	3.6	Conan O'Brien at the White House Correspondents' Dinner	Obama and O'Brien Cast Their Versions of D.C. White House Correspondents' Dinner	0	0	0	0	0
5169	train	main-news	headlines	2015	541	3.0	Boston bomb suspect charged; religious motive seen	Boston bombing suspect charged in hospital bed	0	0	0	0	0
5170	train	main-news	headlines	2015	543	1.4	Asian markets mixed on China trade data	Asian markets slump on central bank stimulus fears	0	0	0	0	0
5171	train	main-news	headlines	2015	544	4.8	World's oldest person dies in Japan at 116	Jiroemon Kimura: World's oldest person dies aged 116	1	1	1	1	1
5172	train	main-news	headlines	2015	545	1.4	Foreign exchange rates in India	Foreign exchange rates in Singapore	0	0	0	0	0
5173	train	main-news	headlines	2015	546	3.6	Colorado wildfire destroys more than 90 homes as winds worsen	Colorado wildfire may be biggest property destroyer in state history	0	0	1	0	0
5174	train	main-news	headlines	2015	554	2.0	Earthquake of 6.3 magnitude strikes off Indonesia island	Earthquake of 6 magnitude strikes Thailand	0	0	0	0	0
5175	train	main-news	headlines	2015	556	2.0	"US, Afghan govt to hold peace talks with Taliban"	Pakistan holds direct talks with Taliban	0	0	0	0	0
5176	train	main-news	headlines	2015	560	3.0	"News of Terrorism and the Israeli-Palestinian Conflict (January 22 ‚Äď 28, 2014)"	"News of Terrorism and the Israeli-Palestinian Conflict (July 31 ‚Äď August 6, 2013)"	0	0	1	0	0
5177	train	main-news	headlines	2015	564	1.6	'It's either too late or too early to intervene in Syria'	UN Chief: Inspectors need 4 days to conclude probe in Syria	0	0	0	0	0
5178	train	main-news	headlines	2015	568	1.0	Iran's nuclear negotiating team leaves for Kazakhstan	Iran's nuclear quest 'has cost Tehran over $100 billion'	0	0	0	0	0
5179	train	main-news	headlines	2015	569	0.8	U.S factory orders down 0.7 pct in January	German factory orders rebound in January	0	0	0	0	0
5180	train	main-news	headlines	2015	574	5.0	Gunmen Surround Libya's Foreign Ministry To Push Demands	Gunmen surround Libyan foreign ministry to push demands	1	1	1	1	1
5181	train	main-news	headlines	2015	576	0.6	Typhoon death toll rises to 3633	Egyptian death toll rises to 638	0	0	0	0	0
5182	train	main-news	headlines	2015	577	4.2	Uganda's president signs anti-gay bill	Uganda's president signs harsh anti-gay law	1	1	1	1	1
5183	train	main-news	headlines	2015	578	1.8	Russian parliament allows Putin to use military in Ukraine	Russia has no intention to incorporate southeastern Ukraine: FM	0	0	0	0	0
5184	train	main-news	headlines	2015	579	4.4	Bradley Manning acquitted of aiding the enemy	Wikileaks soldier Bradley Manning acquitted of aiding the enemy	1	1	1	1	1
5185	train	main-news	headlines	2015	582	0.6	G7 'to intensify Russia sanctions'	Ukraine Fears Russian Invasion	0	0	0	0	0
5186	train	main-news	headlines	2015	584	5.0	Rock bands' plane makes emergency landing in Ill.	Rock Bands' Plane Makes Emergency Landing in Ill.	1	0	1	0	1
5187	train	main-news	headlines	2015	587	0.8	Russian Prime Minister On Second Day Of Crimea Visit	Russia warns against setting preconditions for Syria	0	0	0	0	0
5188	train	main-news	headlines	2015	590	4.6	Judge OKs force-feeding California inmates	U.S. judge approves force-feeding Californian inmates on hunger strik	1	1	1	1	1
5189	train	main-news	headlines	2015	591	4.0	Gang violence kills 16 in Venezuelan prison	Sixteen killed in Venezuela prison	0	0	1	0	0
5190	train	main-news	headlines	2015	597	3.4	"US Military Deaths in Afghanistan at 2,153"	U.S. Military Deaths in Afghanistan	1	1	1	1	1
5191	train	main-news	headlines	2015	598	1.4	"Israel, Palestinians seek another meeting Monday: U.S. official"	Palestinians: We Don't Want Kerry Mission to Fail	0	0	1	0	0
5192	train	main-news	headlines	2015	600	3.8	Tropical Storm Karen targets US Gulf Coast	Tropical Storm Karen poised to make landfall	1	1	1	1	1
5193	train	main-news	headlines	2015	606	4.8	"Seamus Heaney, Irish Poet of Soil and Strife, Dies at 74"	"Seamus Heaney, Irish poet and Nobel winner, dies at 74"	0	1	1	0	1
5194	train	main-news	headlines	2015	609	4.6	Bangladesh Islamists rally against atheist bloggers	Bangladeshi Islamists rally to demand action against atheist bloggers	1	1	1	1	1
5195	train	main-news	headlines	2015	610	4.0	Crash of Malaysia Airlines Flight MH17 in Eastern Ukraine	Malaysia Airlines plane crashes on Ukraine-Russia border	1	1	1	1	1
5196	train	main-news	headlines	2015	611	1.8	Suicide bomber kills 13 at restaurant in central Somalia	Suicide bomber kills at least 4 in Kabul	0	0	1	0	0
5197	train	main-news	headlines	2015	612	5.0	Anthony Weiner slips to fourth place in new poll	Weiner falls to fourth in new NYC mayoral poll	1	1	1	1	1
5198	train	main-news	headlines	2015	621	0.6	India accuses China of crossing de facto border	"Senate, House on collision course on border money"	0	0	0	0	0
5199	train	main-news	headlines	2015	622	2.8	Pregnant Sudan woman who married a Christian man sentenced to death for 'apostasy'	Sudan frees Christian woman sentenced to death for apostasy	0	0	1	0	0
5200	train	main-news	headlines	2015	623	5.0	US top diplomat Kerry's wife rushed to hospital	US Secretary of State John Kerry‚Äôs wife rushed to hospital	1	1	1	1	1
5201	train	main-news	headlines	2015	627	3.8	Kerry pursuing 'quiet strategy' in Mideast peace process	Kerry meets Israeli leaders to push Mideast peace	1	1	1	1	1
5202	train	main-news	headlines	2015	630	3.6	North Korea says to restart nuclear reactor	North Korea Offers Talks: Complex May Re-Open	0	0	1	0	0
5203	train	main-news	headlines	2015	632	4.0	Egyptian court considers Mubarak‚Äôs release	Egypt court orders Mubarak release	0	0	1	0	0
5204	train	main-news	headlines	2015	633	0.8	"Suicide bomber kills eight, wounds 13 in Afghan capital - police"	Suicide bomb kills 4 in Syrian capital's Old City	0	0	1	0	0
5205	train	main-news	headlines	2015	637	1.2	Boston bombing suspect charged in hospital bed	One week later: Boston honors bombing victims; suspect unable to speak	0	0	0	0	0
5206	train	main-news	headlines	2015	638	0.4	More rain hampers Indian flood rescue	US tourist gang-raped in northern India: Police	0	0	0	0	0
5207	train	main-news	headlines	2015	640	1.6	A look at major terror attacks in East Africa	UN Security Council slams deadly terrorist attack in Kenyan capital	0	0	0	0	0
5208	train	main-news	headlines	2015	642	0.8	Russia responds to Ukraine ceasefire	Cyprus probes Ukraine assets	0	0	0	0	0
5209	train	main-news	headlines	2015	645	3.5	Kim Jong-un Executed His 'Worse Than a Dog' Uncle	NKorea executes Kim Jong Un' uncle	0	0	1	0	0
5210	train	main-news	headlines	2015	646	1.2	Colourful support at World Cup in Brazil	Merkel to attend World Cup final	0	0	0	0	0
5211	train	main-news	headlines	2015	651	3.6	Mandela remains in hospital	Mandela remains in 'intensive care'	0	0	1	0	0
5212	train	main-news	headlines	2015	652	4.4	South Korea Ferry Crew Members Stand Trial	Sewol ferry crew faces trial	1	1	1	1	1
5213	train	main-news	headlines	2015	654	5.0	Egypt votes on new constitution	Egyptians Voting on New Constitution	1	1	1	1	1
5214	train	main-news	headlines	2015	656	2.8	US drone strike kills six in Pakistan officials	U.S. drone kills 4 militants in Pakistan	0	0	1	0	0
5215	train	main-news	headlines	2015	657	2.0	Vietnam detects signals from missing plane	China expands search area for missing plane	0	0	0	0	0
5216	train	main-news	headlines	2015	661	4.0	Cricket-England v Australia fourth test scoreboard	"Cricket-England 155-4 v Australia, fourth test - tea"	1	1	1	1	1
5217	train	main-news	headlines	2015	662	0.4	Birthday of DPRK to Be Celebrated in Peru	Curiosity Rover Celebrates 1 Year on Mars	0	0	0	0	0
5218	train	main-news	headlines	2015	663	2.2	Powerful 7.6 quake strikes off Solomons	Powerful 6.9 quake strikes off California coast	0	0	0	0	0
5219	train	main-news	headlines	2015	664	1.8	India Ink: Image of the Day: May 21	India Ink: Image of the Day: January 16	0	0	0	0	0
5220	train	main-news	headlines	2015	668	4.0	Australia leader ousted in snap leadership vote	Australian PM Gillard ousted in leadership vote	1	1	1	1	1
5221	train	main-news	headlines	2015	669	0.8	"Obama condemns Egypt violence, cancels military exercises"	Pakistan condemns violence in Egypt	0	0	0	0	0
5222	train	main-news	headlines	2015	675	0.0	Argentina declares mourning for flood victims	Parents demands common forms for nursery admissions	0	0	0	0	0
5223	train	main-news	headlines	2015	677	2.2	Prince's christening a blend of old and new	"When is Prince George's christening? Baptism plan, royal baby's godparents and all the details"	0	0	0	0	0
5224	train	main-news	headlines	2015	678	2.33	"What the Papers Say, May 20, 2013"	"What the Papers Say, Nov. 19, 2013"	0	0	0	0	0
5225	train	main-news	headlines	2015	682	1.0	Google releases Nexus 5 phone with Kit Kat	Google redesigns search results on PCs	0	0	0	0	0
5226	train	main-news	headlines	2015	684	4.2	Bombing Aimed at Hezbollah Hits Southern Beirut	Explosion Hits Hezbollah Area South of Beirut	1	1	1	1	1
5227	train	main-news	headlines	2015	689	3.0	"U.S., allies to add sanctions against Russia over Ukraine"	EU Slaps New Sanctions on Russia Over Ukraine	1	1	1	1	1
5228	train	main-news	headlines	2015	692	1.0	Factories that ran on Korean cooperation go silent	North and South Korea break their silence with talks	0	0	1	0	0
5229	train	main-news	headlines	2015	694	0.0	Chinese premier meets Indian vice president	Hezbollah urges to elect new Lebanese president	0	0	0	0	0
5230	train	main-news	headlines	2015	697	3.6	Algerian president in France for medical tests	Algerian president in France for medical tests after minor stroke	0	0	0	0	0
5231	train	main-news	headlines	2015	699	3.2	Islamists still holding some 30 hostages as Kenya mall standoff continues	Death toll rises as Kenya mall siege continues	0	0	0	0	0
5232	train	main-news	headlines	2015	700	3.8	Manchester City wins second Premier League title in three years	Manchester City win English Premier League title	0	0	1	0	0
5233	train	main-news	headlines	2015	702	4.8	Bodies of MH17 crash victims flown to Netherlands	MH17 dead flown back to Netherlands	1	1	1	1	1
5234	train	main-news	headlines	2015	703	3.4	Egypt policeman killed in Sinai attack	Egyptian soldiers killed in Sinai attack	1	1	1	1	1
5235	train	main-news	headlines	2015	704	1.4	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	0	0	1	0	0
5236	train	main-news	headlines	2015	705	3.6	Fire kills 38 in Russian psychiatric institution	38 feared dead in Russian psychiatric hospital fire	1	1	1	1	1
5237	train	main-news	headlines	2015	708	1.6	Russia Warns It May Not Sign Landmark UN Arms Treaty	UN closes in on landmark arms treaty	0	0	0	0	0
5238	train	main-news	headlines	2015	709	1.6	Didier Reynders on Syria	Obama's day: Prime time on Syria	0	0	0	0	0
5239	train	main-news	headlines	2015	711	0.8	North Korea: experts call for dialogue ‚Äď and say China must play a part	North Korea cuts last ties with South by barring joint industrial park	0	0	0	0	0
5240	train	main-news	headlines	2015	712	1.0	China stocks open higher Monday	China stocks close lower on Thursday	0	0	0	0	0
5241	train	main-news	headlines	2015	714	0.0	Sony Xperia Z2 and Nokia‚Äôs X series unveiled	Court orders political ban on Italy‚Äôs Berlusconi	0	0	0	0	0
5242	train	main-news	headlines	2015	718	3.8	New coronavirus can probably can be passed person to person- WHO	WHO: New virus can probably pass person to person	1	1	1	1	1
5243	train	main-news	headlines	2015	720	5.0	Mandela back in hospital in ‚Äėserious but stable‚Äô condition	Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition	1	1	1	1	1
5244	train	main-news	headlines	2015	722	0.0	East Harlem explosion death toll rises	Mexico storm death toll continues to rise	0	0	0	0	0
5245	train	main-news	headlines	2015	724	0.0	Ukrainian Prime Minister resigns amid protests	British Prime Minister condemns murder of teens	0	0	0	0	0
5246	train	main-news	headlines	2015	725	0.0	Royal Hoax DJ Takes Action Against Station	Taliban bombs US base in Afghanistan	0	0	0	0	0
5247	train	main-news	headlines	2015	727	2.2	Arsenal v Stoke City ‚Äď live!	Tottenham v Manchester City ‚Äď live!	0	0	1	0	0
5248	train	main-news	headlines	2015	729	2.4	"Business news and markets: as it happened, April 17, 2013"	"Business news and markets: as it happened, June 20, 2013"	0	0	1	0	0
5249	train	main-news	headlines	2015	736	4.2	"Iran, world powers begin new round of nuclear talks"	"Iran, world powers pledge new nuclear talks"	0	0	1	0	0
5250	train	main-news	headlines	2015	743	2.6	Tropical Storm Karen targets US Gulf Coast	Tropical Storm Karen weakens as it nears U.S. Gulf Coast	0	0	1	0	0
5251	train	main-news	headlines	2015	746	3.0	Workers killed in India building collapse	76 killed in Bangladesh building collapse	0	0	0	0	0
5252	train	main-news	headlines	2015	750	3.8	North Korea fires three short-range missiles	N. Korea fires short-range missiles	1	1	1	1	1
5253	train	main-news	headlines	2015	753	2.6	Car Bomb Kills 37 in Northwest Pakistan	Bomb kills three in northwest Pakistan	0	0	0	0	0
5254	train	main-news	headlines	2015	754	4.0	Malaysia Airlines loses contact with plane carrying 239 to Beijing	Malaysia Airlines plane vanishes on flight to Beijing	1	1	1	1	1
5255	train	main-news	headlines	2015	755	5.0	"Microsoft says to cut up to 18,000 jobs"	"Microsoft to cut 18,000 jobs in overhaul"	1	1	1	1	1
5256	train	main-news	headlines	2015	757	3.4	Malaysians vote in polls for stability or change	Malaysia elections: Malaysians vote with power at stake for first time	1	0	1	0	1
5257	train	main-news	headlines	2015	760	4.4	Fire destroys ancient Tibetan town in China	Fire destroys Tibetan town in China	0	0	1	0	0
5258	train	main-news	headlines	2015	761	5.0	Yahoo agrees to buy Tumblr for $1.1 billion cash	Yahoo to Buy Tumblr for $1.1 Billion	1	1	1	1	1
5259	train	main-news	headlines	2015	762	5.0	India starts voting in world's largest election	India voters kick off world‚Äôs biggest election	1	1	1	1	1
5260	train	main-news	headlines	2015	763	2.0	Car bomb in northern Syria kills at least 12	Syrian airstrikes kill at least 18 in Aleppo	0	0	0	0	0
5261	train	main-news	headlines	2015	764	2.8	Philippine quake death toll climbs to 73	Death toll in Philippines quake jumps to 85	0	0	1	0	0
5262	train	main-news	headlines	2015	771	1.4	Search ends for missing asylum-seekers	Search narrowed for missing man	0	0	0	0	0
5263	train	main-news	headlines	2015	773	0.2	Ukrainian President orders 7-day ceasefire in the east	Uganda's President Museveni agrees to sign anti-gays Bill	0	0	0	0	0
5264	train	main-news	headlines	2015	775	4.33	ICC Champions Trophy: India vs South Africa	Champions Trophy: India v South AfricaLive	1	1	1	1	1
5265	train	main-news	headlines	2015	777	4.4	Supreme Court takes on affirmative action in Michigan ban case	Supreme Court to hear Michigan affirmative action case	1	1	1	1	1
5266	train	main-news	headlines	2015	778	3.0	Headlines in major Iranian newspapers on Sept 30	Headlines in major Iranian newspapers on Nov 21	0	0	0	0	0
5267	train	main-news	headlines	2015	780	2.4	Cyclone leaves trail of destruction in India	Cyclone Phailin evacuation kept Indian villagers alive	0	0	0	0	0
5268	train	main-news	headlines	2015	781	0.6	Taliban kill 15 police in west Afghanistan	US drone kills two in eastern Afghanistan	0	0	0	0	0
5269	train	main-news	headlines	2015	782	4.6	Thousands rally to support embattled Tunisia government	Thousands gather to support Islamist government in Tunisia	0	0	1	0	0
5270	train	main-news	headlines	2015	785	4.8	South Africa's Mandela taken to hospital	Nelson Mandela taken to hospital	1	1	1	1	1
5271	train	main-news	headlines	2015	786	5.0	Updated - Two explosions near finish line of Boston Marathon	Two explosions at Boston Marathon finish line	1	1	1	1	1
5272	train	main-news	headlines	2015	788	0.4	At least two killed in southern Egypt clash	At least 18 killed in North Caucasus train station blast	0	0	0	0	0
5273	train	main-news	headlines	2015	791	3.0	Winter Storm Ion: State-By-State...	Winter Storm Janus: State-by-State...	1	1	1	1	1
5274	train	main-news	headlines	2015	795	3.6	Corpses Of 53 Men Found South Of Baghdad	Iraqi officials: 50 bodies found south of Baghdad	1	1	1	1	1
5275	train	main-news	headlines	2015	799	3.0	Bomb attacks kill 20 in Baghdad's Christian areas	Bombs Kill 35 in Baghdad Christian Area	0	0	1	0	0
5276	train	main-news	headlines	2015	800	3.2	China sets Bo Xilai trial date	China Bo Xilai trial in fourth day	0	0	0	0	0
